,SalePrice,MSZoning,LotArea,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFullBath,BsmtHalfBath,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1217,229456,FV,8640,AllPub,Somerst,1Fam,1Story,8,2009,2009,CompShg,CemntBd,Gd,PConc,Gd,GLQ,936,1,0,GasA,Ex,Y,SBrkr,1314,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,135,112,0,0,0,0,0,9,2009,New,Partial
1220,115000,RL,7800,AllPub,NAmes,1Fam,1Story,5,1964,1964,CompShg,Wd Sdng,TA,CBlock,TA,Rec,312,0,0,GasA,TA,Y,SBrkr,912,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,11,2006,WD,Abnorml
1221,134000,RL,8250,AllPub,Sawyer,1Fam,1Story,5,1968,1968,CompShg,HdBoard,TA,CBlock,TA,BLQ,250,0,0,GasA,Ex,Y,SBrkr,1211,0,0,TA,Typ,1,Attchd,Unf,1,TA,Y,0,63,0,0,0,0,0,8,2008,WD,Normal
1222,143000,RL,10496,AllPub,NAmes,1Fam,1.5Fin,6,1949,1950,CompShg,Wd Sdng,TA,CBlock,TA,Rec,196,0,0,GasA,Ex,Y,SBrkr,1168,678,0,TA,Typ,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal
1223,137900,RL,10680,AllPub,NAmes,1Fam,1Story,5,1951,1951,CompShg,Wd Sdng,TA,CBlock,TA,LwQ,756,0,0,GasA,TA,N,FuseA,2136,0,0,TA,Mod,0,Detchd,Unf,2,TA,Y,0,30,0,0,0,0,0,10,2006,WD,Normal
1224,184000,RL,15384,AllPub,Gilbert,1Fam,2Story,7,2004,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,724,1,0,GasA,Ex,Y,SBrkr,788,702,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,100,75,0,0,0,0,0,2,2008,WD,Normal
1225,145000,RL,10482,AllPub,NAmes,1Fam,SLvl,6,1958,1958,CompShg,VinylSd,TA,CBlock,TA,GLQ,507,0,1,GasA,Ex,Y,SBrkr,1138,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,224,0,0,0,0,0,0,6,2007,WD,Normal
1226,214000,RL,14598,AllPub,Somerst,1Fam,2Story,6,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,894,1039,0,Gd,Typ,1,BuiltIn,Fin,3,TA,Y,100,18,0,0,0,0,0,1,2008,WD,Normal
1227,147000,RL,8872,AllPub,NAmes,1Fam,1Story,5,1965,2008,CompShg,VinylSd,TA,CBlock,TA,ALQ,595,1,0,GasA,Ex,Y,SBrkr,912,0,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,240,0,0,0,0,0,12,2008,WD,Normal
1228,367294,RL,8769,AllPub,NridgHt,TwnhsE,1Story,9,2008,2008,CompShg,MetalSd,Ex,PConc,Ex,GLQ,1540,1,0,GasA,Ex,Y,SBrkr,1702,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,0,72,0,0,224,0,0,10,2008,New,Partial
1229,127000,RL,7910,AllPub,NAmes,1Fam,SLvl,5,1960,1960,CompShg,BrkFace,TA,CBlock,TA,ALQ,666,0,0,GasA,Gd,Y,SBrkr,1507,0,0,TA,Maj1,0,Basment,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal
1231,132500,RL,7728,AllPub,NAmes,Duplex,SLvl,5,1962,1962,CompShg,Wd Sdng,TA,CBlock,TA,ALQ,803,1,0,GasA,TA,Y,SBrkr,1190,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,18,0,0,0,0,0,5,2006,WD,Normal
1235,138887,RL,13132,AllPub,Crawfor,1Fam,2Story,5,1914,1950,CompShg,Wd Sdng,TA,BrkTil,Gd,Unf,0,0,0,GasA,Gd,Y,FuseF,892,892,0,TA,Typ,0,Detchd,Unf,1,Fa,N,203,40,0,0,0,0,0,7,2006,WD,Normal
1236,175500,RL,2628,AllPub,NridgHt,Twnhs,2Story,7,2003,2003,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,764,862,0,Gd,Typ,0,BuiltIn,RFn,2,TA,Y,0,27,0,0,0,0,0,6,2010,WD,Normal
1237,195000,RL,12393,AllPub,CollgCr,1Fam,2Story,7,2004,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,847,1101,0,Gd,Typ,1,BuiltIn,Fin,2,TA,Y,100,48,0,0,0,0,0,9,2006,WD,Normal
1238,142500,RL,13072,AllPub,SawyerW,1Fam,1Story,6,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1141,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,3,2006,WD,Abnorml
1239,265900,RL,9037,AllPub,Timber,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,428,0,0,GasA,Ex,Y,SBrkr,1484,0,0,Ex,Typ,1,Attchd,RFn,2,TA,Y,120,33,0,0,0,0,0,12,2007,WD,Normal
1240,224900,RL,8158,AllPub,CollgCr,1Fam,2Story,7,2003,2003,CompShg,VinylSd,Gd,PConc,Gd,GLQ,550,1,0,GasA,Ex,Y,SBrkr,884,884,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,63,0,0,0,0,0,7,2008,WD,Normal
1241,248328,RL,9849,AllPub,Somerst,1Fam,1Story,7,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1689,0,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,0,56,0,0,0,0,0,6,2007,New,Partial
1242,170000,RL,10625,AllPub,NWAmes,1Fam,SFoyer,7,1974,1974,CompShg,Plywood,TA,CBlock,Gd,GLQ,885,1,0,GasA,TA,Y,SBrkr,1173,0,0,Gd,Typ,2,Attchd,RFn,2,TA,Y,0,120,0,0,0,0,0,1,2010,WD,Family
1245,178000,RL,12090,AllPub,NWAmes,1Fam,SLvl,6,1984,2003,CompShg,VinylSd,TA,CBlock,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1140,728,0,TA,Typ,1,BuiltIn,Fin,2,TA,Y,268,112,0,0,147,0,0,1,2007,WD,Abnorml
1246,186500,FV,8125,AllPub,Somerst,1Fam,2Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,756,797,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,45,0,0,0,0,0,3,2006,New,Partial
1248,129500,RM,9600,AllPub,OldTown,1Fam,2.5Unf,6,1917,1950,CompShg,AsbShng,TA,BrkTil,Gd,Rec,319,0,0,OthW,Fa,N,SBrkr,1134,924,0,TA,Typ,1,Detchd,Unf,2,Fa,P,0,0,259,0,0,0,0,4,2008,WD,Normal
1249,119000,RL,7200,AllPub,NAmes,1Fam,1Story,5,1950,1950,CompShg,MetalSd,TA,CBlock,TA,BLQ,534,0,0,GasA,TA,Y,SBrkr,988,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,80,0,0,0,0,0,5,2007,WD,Normal
1250,244000,RL,11160,AllPub,NAmes,1Fam,1Story,7,1968,1968,CompShg,BrkFace,Gd,CBlock,TA,ALQ,1065,1,0,GasA,Ex,Y,SBrkr,2110,0,0,Ex,Typ,2,Attchd,Fin,2,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal
1252,130000,RL,9858,AllPub,Mitchel,1Fam,1Story,5,1968,1968,CompShg,HdBoard,TA,CBlock,TA,BLQ,510,1,0,GasA,TA,Y,SBrkr,874,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,33,0,0,0,0,0,600,11,2009,WD,Normal
1254,165400,RL,6931,AllPub,Edwards,1Fam,2Story,7,2003,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,760,896,0,Gd,Typ,1,BuiltIn,Fin,2,TA,Y,178,128,0,0,0,0,0,7,2008,WD,Normal
1255,127500,RM,6240,AllPub,BrkSide,1Fam,1.5Fin,6,1931,1950,CompShg,Wd Sdng,TA,BrkTil,TA,LwQ,425,0,0,GasA,TA,Y,FuseA,959,408,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,0,0,120,0,0,11,2007,WD,Normal
1256,301500,RL,14303,AllPub,NoRidge,1Fam,1Story,8,1994,1994,CompShg,HdBoard,Gd,PConc,Gd,GLQ,1314,1,0,GasA,Ex,Y,SBrkr,1987,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,262,36,0,0,0,0,0,8,2008,WD,Normal
1258,190000,RL,9587,AllPub,Gilbert,1Fam,SLvl,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,655,1,0,GasA,Ex,Y,SBrkr,1166,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,212,0,0,0,0,0,0,7,2008,WD,Normal
1259,151000,RL,9750,AllPub,NAmes,1Fam,1Story,6,1969,1969,CompShg,HdBoard,TA,CBlock,Gd,ALQ,602,1,0,GasA,Gd,Y,SBrkr,1054,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,180,0,0,0,80,0,0,7,2008,WD,Normal
1261,128900,RL,9600,AllPub,NAmes,1Fam,1Story,5,1956,1956,CompShg,MetalSd,TA,CBlock,TA,Rec,504,0,0,GasA,Gd,Y,SBrkr,1050,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal
1263,180500,RL,13515,AllPub,BrkSide,1Fam,2Story,6,1919,1950,CompShg,Wd Sdng,TA,PConc,TA,Unf,0,0,0,GasA,Ex,Y,FuseA,1060,764,0,TA,Typ,1,Detchd,Unf,2,TA,N,0,0,126,0,0,0,0,7,2007,WD,Normal
1264,181000,RH,4060,AllPub,NAmes,TwnhsE,1Story,6,1998,1999,CompShg,MetalSd,Gd,PConc,Gd,GLQ,266,1,0,GasA,Ex,Y,SBrkr,1337,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,144,68,0,0,0,0,0,8,2008,COD,Abnorml
1265,183900,FV,3735,AllPub,Somerst,TwnhsE,2Story,7,1999,1999,CompShg,MetalSd,Gd,PConc,Gd,GLQ,450,1,0,GasA,Ex,Y,SBrkr,713,739,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,34,0,0,0,0,0,3,2006,WD,Normal
1266,122000,RM,10120,AllPub,OldTown,2fmCon,2.5Unf,7,1910,1950,CompShg,Wd Sdng,Fa,CBlock,TA,Unf,0,0,0,GasA,TA,N,FuseF,964,925,0,TA,Typ,1,Detchd,Unf,1,TA,N,0,0,264,0,0,0,0,1,2007,WD,Normal
1267,378500,RL,13214,AllPub,Timber,1Fam,1Story,9,2008,2009,CompShg,Stucco,Ex,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,2018,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,144,76,0,0,0,0,0,5,2010,WD,Normal
1269,144000,RL,11344,AllPub,NAmes,1Fam,1.5Fin,5,1958,1958,CompShg,MetalSd,TA,CBlock,TA,BLQ,460,0,0,GasW,TA,Y,FuseA,874,650,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal
1273,177000,RL,11512,AllPub,Edwards,1Fam,SLvl,6,1959,2006,CompShg,Plywood,TA,CBlock,TA,ALQ,719,1,0,GasA,Gd,Y,SBrkr,1357,0,0,Ex,Typ,1,Basment,RFn,1,TA,Y,0,0,0,0,163,0,0,5,2008,WD,Normal
1274,139000,RL,5362,AllPub,Crawfor,1Fam,1.5Fin,5,1910,2003,CompShg,Wd Sdng,TA,PConc,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,661,589,0,TA,Typ,1,Detchd,Unf,2,TA,Y,242,0,81,0,0,0,0,11,2007,WD,Normal
1275,137000,RL,11345,AllPub,NAmes,Duplex,2Story,5,1948,1950,Roll,AsbShng,TA,CBlock,TA,Rec,220,0,0,GasA,Gd,Y,FuseA,928,992,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal
1279,68400,C (all),7500,AllPub,IDOTRR,1Fam,1.5Fin,4,1920,1950,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,FuseA,698,430,0,TA,Typ,0,Detchd,RFn,2,TA,Y,30,0,164,0,0,0,0,4,2010,COD,Abnorml
1280,227000,RL,9808,AllPub,CollgCr,1Fam,1Story,7,2002,2002,CompShg,VinylSd,Gd,PConc,Gd,GLQ,788,1,0,GasA,Ex,Y,SBrkr,1573,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,72,0,0,0,0,0,3,2009,WD,Normal
1281,180000,RL,8049,AllPub,Timber,1Fam,1Story,7,1990,1990,CompShg,HdBoard,TA,CBlock,Gd,ALQ,1053,1,0,GasA,TA,Y,SBrkr,1339,0,0,TA,Typ,1,Attchd,Fin,2,Gd,Y,0,58,0,0,90,0,0,7,2006,WD,Normal
1282,150500,RL,8800,AllPub,CollgCr,1Fam,1Story,5,1977,2008,CompShg,HdBoard,TA,CBlock,Gd,LwQ,532,0,0,GasA,TA,Y,SBrkr,1040,0,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,288,0,0,9,2009,WD,Normal
1284,169000,RL,9638,AllPub,SWISU,1Fam,1.5Fin,6,1919,1990,CompShg,Wd Sdng,TA,PConc,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,1699,748,0,Gd,Min2,1,Detchd,Unf,1,TA,Y,272,0,42,0,116,0,0,3,2010,WD,Normal
1285,132500,RM,6000,AllPub,BrkSide,1Fam,1.5Fin,6,1939,1950,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,FuseF,825,587,0,TA,Typ,1,Detchd,Unf,1,TA,Y,45,0,0,0,0,0,0,5,2009,WD,Normal
1288,278000,RL,5664,AllPub,StoneBr,TwnhsE,1Story,8,2000,2000,CompShg,CemntBd,Gd,PConc,Gd,GLQ,1158,1,0,GasA,Ex,Y,SBrkr,1659,0,0,Ex,Typ,1,Attchd,Fin,2,TA,Y,212,59,0,0,0,0,0,10,2009,WD,Normal
1289,281000,RL,11065,AllPub,NridgHt,1Fam,2Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1120,850,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,177,74,0,0,0,0,0,10,2006,New,Partial
1291,119500,RM,1680,AllPub,BrDale,Twnhs,2Story,5,1972,1972,CompShg,CemntBd,TA,CBlock,TA,ALQ,231,0,0,GasA,TA,Y,SBrkr,630,672,0,TA,Typ,0,Detchd,Unf,1,TA,Y,185,0,0,0,0,0,0,2,2009,WD,Normal
1292,107500,RM,6600,AllPub,OldTown,1Fam,2Story,5,1892,1965,CompShg,Wd Sdng,TA,Stone,TA,Unf,0,0,0,GasA,TA,N,SBrkr,1378,994,0,TA,Min2,0,Attchd,RFn,1,TA,Y,0,287,0,0,0,0,0,12,2009,WD,Normal
1293,162900,RL,10140,AllPub,NWAmes,1Fam,2Story,7,1976,1976,CompShg,HdBoard,TA,PConc,Gd,GLQ,194,0,0,GasA,TA,Y,SBrkr,832,832,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,28,0,0,259,0,0,3,2006,WD,Normal
1294,115000,RL,8172,AllPub,Edwards,1Fam,1Story,5,1955,1990,CompShg,WdShing,TA,CBlock,TA,Rec,167,1,0,GasA,TA,Y,SBrkr,864,0,0,TA,Typ,0,Detchd,Unf,2,TA,N,0,0,0,0,0,0,0,4,2006,WD,Normal
1295,138500,RL,8400,AllPub,NAmes,1Fam,1Story,5,1968,1968,CompShg,HdBoard,TA,CBlock,TA,BLQ,1016,1,0,GasA,Gd,Y,SBrkr,1052,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,356,0,0,0,0,0,0,11,2006,WD,Normal
1296,155000,RL,8700,AllPub,NAmes,1Fam,1Story,5,1963,1963,CompShg,MetalSd,TA,CBlock,TA,ALQ,776,1,0,GasA,Gd,Y,SBrkr,1128,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,192,20,123,0,0,0,0,12,2008,WD,Normal
1297,140000,RM,3675,AllPub,Edwards,TwnhsE,SFoyer,6,2005,2006,CompShg,VinylSd,TA,PConc,Gd,GLQ,547,1,0,GasA,Gd,Y,SBrkr,1072,0,0,TA,Typ,0,Basment,Fin,2,TA,Y,0,44,0,0,0,0,0,6,2006,New,Partial
1298,160000,RL,63887,AllPub,Edwards,1Fam,2Story,10,2008,2008,ClyTile,Stucco,Ex,PConc,Ex,GLQ,5644,2,0,GasA,Ex,Y,SBrkr,4692,950,0,Ex,Typ,3,Attchd,Fin,2,TA,Y,214,292,0,0,0,480,0,1,2008,New,Partial
1299,154000,RL,7500,AllPub,NAmes,1Fam,1Story,5,1959,1994,CompShg,BrkFace,TA,CBlock,TA,LwQ,340,1,0,GasA,Ex,Y,SBrkr,1246,0,0,Gd,Typ,0,Attchd,RFn,1,TA,Y,218,0,0,0,0,0,0,5,2010,WD,Normal
1302,290000,RL,10120,AllPub,NoRidge,1Fam,2Story,8,1994,1994,CompShg,VinylSd,Gd,PConc,Gd,GLQ,740,1,0,GasA,Ex,Y,SBrkr,1203,1323,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,309,78,0,0,0,0,0,12,2006,WD,Normal
1303,232000,RL,8688,AllPub,Somerst,1Fam,1Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1616,0,0,Gd,Typ,0,Attchd,RFn,3,TA,Y,208,59,0,0,0,0,0,4,2006,WD,Normal
1304,130000,RM,3363,AllPub,Edwards,TwnhsE,2Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,976,732,0,Gd,Maj1,0,Detchd,Unf,2,TA,Y,0,40,0,0,0,0,0,4,2006,WD,Normal
1305,325000,RL,13173,AllPub,NridgHt,1Fam,1Story,9,2006,2007,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1572,1,0,GasA,Ex,Y,SBrkr,1652,0,0,Ex,Typ,2,Attchd,Fin,2,TA,Y,404,102,0,0,0,0,0,11,2009,WD,Normal
1306,202500,RL,6955,AllPub,NridgHt,TwnhsE,1Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1368,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,132,35,0,0,0,0,0,9,2006,New,Partial
1307,138000,RL,8072,AllPub,CollgCr,1Fam,1Story,5,1994,1995,CompShg,VinylSd,TA,PConc,Gd,ALQ,746,1,0,GasA,Ex,Y,SBrkr,990,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,64,0,0,0,0,0,5,2009,WD,Normal
1308,147000,RM,12000,AllPub,OldTown,1Fam,1Story,5,1948,2005,CompShg,MetalSd,TA,CBlock,TA,GLQ,144,1,0,GasA,Ex,Y,SBrkr,1122,0,0,Gd,Typ,0,Attchd,Unf,2,TA,Y,0,36,0,0,0,0,0,5,2008,WD,Normal
1310,335000,RL,17500,AllPub,Crawfor,1Fam,1Story,7,1959,2002,CompShg,BrkFace,Gd,PConc,Gd,GLQ,1406,1,0,GasA,TA,Y,SBrkr,1902,0,0,Ex,Typ,2,Attchd,Fin,2,TA,Y,0,207,162,0,0,0,0,5,2010,WD,Normal
1311,203000,RL,8814,AllPub,CollgCr,1Fam,1Story,7,2005,2007,CompShg,VinylSd,Gd,PConc,Gd,GLQ,925,1,0,GasA,Ex,Y,SBrkr,1274,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,264,98,0,0,0,0,0,1,2007,New,Partial
1313,333168,RL,14774,AllPub,NoRidge,1Fam,2Story,9,1999,1999,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1422,1177,0,Gd,Typ,1,BuiltIn,Fin,3,TA,Y,668,30,0,0,0,0,0,5,2010,WD,Normal
1314,119000,RL,8190,AllPub,Edwards,1Fam,1Story,4,1954,1954,CompShg,Wd Sdng,TA,CBlock,TA,Rec,732,1,0,GasA,Ex,Y,SBrkr,948,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,36,0,0,0,0,0,10,2007,WD,Normal
1315,206900,RL,11075,AllPub,NAmes,1Fam,2Story,6,1969,1969,CompShg,HdBoard,TA,CBlock,Fa,ALQ,500,0,0,GasA,TA,Y,SBrkr,1092,1020,0,TA,Typ,2,Attchd,Unf,2,TA,Y,280,0,0,0,0,0,0,6,2008,WD,Normal
1316,295493,RL,10226,AllPub,CollgCr,1Fam,1Story,8,2008,2008,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,1,0,GasA,Ex,Y,SBrkr,1630,0,0,Ex,Typ,1,Attchd,RFn,3,TA,Y,172,42,0,0,0,0,0,1,2009,WD,Normal
1317,208900,FV,4230,AllPub,Somerst,TwnhsE,1Story,7,2006,2007,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1352,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,0,241,0,0,0,0,0,4,2007,New,Partial
1319,111000,RL,10215,AllPub,Edwards,1Fam,1Story,4,1954,1954,CompShg,Wd Sdng,TA,PConc,TA,ALQ,492,0,0,GasA,Ex,Y,SBrkr,948,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,2,2007,WD,Normal
1320,156500,RL,8400,AllPub,NAmes,1Fam,1Story,6,1957,1957,CompShg,BrkFace,TA,CBlock,TA,ALQ,189,1,0,GasA,Gd,Y,SBrkr,1478,0,0,TA,Typ,2,Attchd,RFn,2,TA,Y,114,0,0,0,216,0,0,6,2009,WD,Normal
1322,190000,RL,10186,AllPub,NoRidge,1Fam,2Story,7,1992,1992,CompShg,HdBoard,Gd,PConc,Gd,GLQ,674,1,0,GasA,Ex,Y,SBrkr,1061,862,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,240,39,0,0,0,0,0,6,2010,WD,Normal
1324,147000,RL,9986,AllPub,Somerst,1Fam,1Story,8,2006,2007,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1795,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,0,49,0,0,0,0,0,2,2007,New,Partial
1327,130500,RL,6600,AllPub,Mitchel,1Fam,1Story,5,1982,2008,CompShg,VinylSd,Gd,CBlock,TA,ALQ,641,0,1,GasA,Ex,Y,SBrkr,816,0,0,Gd,Typ,1,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal
1328,256000,RM,10440,AllPub,OldTown,1Fam,1.5Fin,6,1920,1950,CompShg,BrkFace,Gd,BrkTil,Gd,LwQ,493,0,0,GasW,Ex,Y,SBrkr,1584,1208,0,TA,Mod,2,Detchd,Unf,2,Fa,Y,0,547,0,0,480,0,1150,6,2008,WD,Normal
1329,176500,RL,9084,AllPub,Gilbert,1Fam,2Story,7,1998,1998,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Gd,Y,SBrkr,955,677,0,TA,Typ,1,Attchd,Fin,2,TA,Y,0,28,0,0,0,0,0,6,2006,WD,Normal
1330,227000,RL,10000,AllPub,Somerst,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1588,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal
1331,132500,RL,10780,AllPub,CollgCr,1Fam,SLvl,5,1976,1976,CompShg,MetalSd,TA,CBlock,TA,ALQ,483,0,0,GasA,Gd,Y,SBrkr,954,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal
1332,100000,RL,8877,AllPub,Edwards,1Fam,1Story,4,1938,1958,CompShg,MetalSd,TA,CBlock,TA,ALQ,690,1,0,GasA,Ex,Y,SBrkr,816,0,0,TA,Typ,1,Detchd,Unf,1,Fa,Y,0,0,0,0,0,0,0,5,2009,WD,Normal
1333,125500,RM,7200,AllPub,IDOTRR,1Fam,1.5Fin,5,1938,1995,CompShg,Wd Sdng,TA,CBlock,TA,Unf,0,0,0,GasA,Ex,Y,SBrkr,803,557,0,Gd,Typ,0,Detchd,Unf,1,TA,Y,0,65,190,0,0,0,0,7,2006,WD,Normal
1334,125000,RM,2368,AllPub,BrDale,TwnhsE,2Story,5,1970,1970,CompShg,HdBoard,TA,CBlock,TA,LwQ,765,0,0,GasA,TA,Y,SBrkr,765,600,0,TA,Min1,0,Attchd,Unf,2,TA,Y,0,36,0,0,0,0,0,5,2009,WD,Normal
1335,167900,RL,9650,AllPub,NWAmes,1Fam,1Story,6,1977,1977,CompShg,Plywood,TA,CBlock,Gd,ALQ,686,0,1,GasA,TA,Y,SBrkr,1334,0,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,16,0,0,0,0,0,4,2009,WD,Normal
1336,135000,RL,9246,AllPub,NWAmes,Duplex,1Story,5,1973,1973,CompShg,Plywood,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,1656,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,211,0,0,0,0,0,11,2008,WD,Normal
1338,200000,RL,13450,AllPub,CollgCr,1Fam,2Story,7,2002,2002,CompShg,VinylSd,Gd,PConc,Gd,GLQ,700,1,0,GasA,Ex,Y,SBrkr,920,941,0,Gd,Typ,0,BuiltIn,RFn,2,TA,Y,146,91,0,0,0,0,0,6,2006,WD,Normal
1339,128500,RL,9560,AllPub,CollgCr,1Fam,1Story,5,1972,1972,CompShg,MetalSd,TA,CBlock,TA,Rec,360,0,0,GasA,Ex,Y,SBrkr,864,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal
1340,123000,RL,8294,AllPub,NAmes,1Fam,1Story,4,1971,1971,CompShg,MetalSd,TA,CBlock,TA,Unf,0,0,0,GasA,TA,Y,SBrkr,872,0,0,TA,Typ,0,Detchd,Unf,4,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal
1341,155000,RL,13695,AllPub,SawyerW,1Fam,1Story,6,2003,2004,CompShg,VinylSd,TA,PConc,Gd,GLQ,814,1,0,GasA,Ex,Y,SBrkr,1114,0,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,78,0,0,0,0,0,7,2008,WD,Normal
1343,177000,RL,7558,AllPub,Crawfor,1Fam,1.5Fin,6,1928,1950,CompShg,BrkFace,TA,BrkTil,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,1172,741,0,TA,Typ,1,Detchd,Unf,2,Fa,Y,0,0,0,0,0,0,0,3,2009,WD,Normal
